N,snv_offset,delta,lflank,n_loci,frac_T,frac_D
20,1,-1,5,5420,0.10719557195571956,0.010885608856088561
20,1,-1,6,5420,0.046678966789667896,0.003874538745387454
20,1,-1,7,5420,0.018819188191881917,0.0012915129151291514
20,1,-1,8,5420,0.005535055350553505,0.0
20,1,-1,9,5420,0.0014760147601476014,0.0
20,1,-1,10,5420,0.0007380073800738007,0.0
20,1,0,1,5420,0.5826568265682657,0.4173431734317343
20,1,0,2,5420,0.4833948339483395,0.18837638376383764
20,1,0,3,5420,0.3501845018450184,0.07693726937269373
20,1,0,4,5420,0.20830258302583027,0.02988929889298893
20,1,0,5,5420,0.10719557195571956,0.010885608856088561
20,1,0,6,5420,0.046678966789667896,0.003874538745387454
20,1,0,7,5420,0.018819188191881917,0.0012915129151291514
20,1,0,8,5420,0.005535055350553505,0.0
20,1,0,9,5420,0.0014760147601476014,0.0
20,1,0,10,5420,0.0007380073800738007,0.0
20,1,1,1,5420,0.5826568265682657,0.4173431734317343
20,1,1,2,5420,0.4833948339483395,0.18837638376383764
20,1,1,3,5420,0.3501845018450184,0.07693726937269373
20,1,1,4,5420,0.20830258302583027,0.02988929889298893
20,1,1,5,5420,0.10719557195571956,0.010885608856088561
20,1,1,6,5420,0.046678966789667896,0.003874538745387454
20,1,1,7,5420,0.018819188191881917,0.0012915129151291514
20,1,1,8,5420,0.005535055350553505,0.0
20,1,1,9,5420,0.0014760147601476014,0.0
20,1,1,10,5420,0.0007380073800738007,0.0
20,1,2,1,5420,0.5826568265682657,0.4173431734317343
20,1,2,2,5420,0.4833948339483395,0.18837638376383764
20,1,2,3,5420,0.3501845018450184,0.07693726937269373
20,1,2,4,5420,0.20830258302583027,0.02988929889298893
20,1,2,5,5420,0.10719557195571956,0.010885608856088561
20,1,2,6,5420,0.046678966789667896,0.003874538745387454
20,1,2,7,5420,0.018819188191881917,0.0012915129151291514
20,1,2,8,5420,0.005535055350553505,0.0
20,1,2,9,5420,0.0014760147601476014,0.0
20,1,2,10,5420,0.0007380073800738007,0.0
20,1,3,1,5420,0.5826568265682657,0.4173431734317343
20,1,3,2,5420,0.4833948339483395,0.18837638376383764
20,1,3,3,5420,0.3501845018450184,0.07693726937269373
20,1,3,4,5420,0.20830258302583027,0.02988929889298893
20,1,3,5,5420,0.10719557195571956,0.010885608856088561
20,1,3,6,5420,0.046678966789667896,0.003874538745387454
20,1,3,7,5420,0.018819188191881917,0.0012915129151291514
20,1,3,8,5420,0.005535055350553505,0.0
20,1,3,9,5420,0.0014760147601476014,0.0
20,1,3,10,5420,0.0007380073800738007,0.0
20,1,4,1,5420,0.5826568265682657,0.4173431734317343
20,1,4,2,5420,0.4833948339483395,0.18837638376383764
20,1,4,3,5420,0.3501845018450184,0.07693726937269373
20,1,4,4,5420,0.20830258302583027,0.02988929889298893
20,1,4,5,5420,0.10719557195571956,0.010885608856088561
20,1,4,6,5420,0.046678966789667896,0.003874538745387454
20,1,4,7,5420,0.018819188191881917,0.0012915129151291514
20,1,4,8,5420,0.005535055350553505,0.0
20,1,4,9,5420,0.0014760147601476014,0.0
20,1,4,10,5420,0.0007380073800738007,0.0
20,1,5,1,5420,0.5826568265682657,0.4173431734317343
20,1,5,2,5420,0.4833948339483395,0.18837638376383764
20,1,5,3,5420,0.3501845018450184,0.07693726937269373
20,1,5,4,5420,0.20830258302583027,0.02988929889298893
20,1,5,5,5420,0.10719557195571956,0.010885608856088561
20,1,5,6,5420,0.046678966789667896,0.003874538745387454
20,1,5,7,5420,0.018819188191881917,0.0012915129151291514
20,1,5,8,5420,0.005535055350553505,0.0
20,1,5,9,5420,0.0014760147601476014,0.0
20,1,5,10,5420,0.0007380073800738007,0.0
20,2,-5,2,5420,0.3359778597785978,0.032103321033210334
20,2,-5,3,5420,0.15350553505535056,0.008118081180811807
20,2,-5,4,5420,0.06420664206642067,0.0018450184501845018
20,2,-5,5,5420,0.026568265682656828,0.00036900369003690036
20,2,-5,6,5420,0.010701107011070111,0.0
20,2,-5,7,5420,0.004797047970479705,0.0
20,2,-5,8,5420,0.0009225092250922509,0.0
20,2,-5,9,5420,0.00018450184501845018,0.0
20,2,-5,10,5420,0.00018450184501845018,0.0
20,2,-4,2,5420,0.3359778597785978,0.032103321033210334
20,2,-4,3,5420,0.15350553505535056,0.008118081180811807
20,2,-4,4,5420,0.06420664206642067,0.0018450184501845018
20,2,-4,5,5420,0.026568265682656828,0.00036900369003690036
20,2,-4,6,5420,0.010701107011070111,0.0
20,2,-4,7,5420,0.004797047970479705,0.0
20,2,-4,8,5420,0.0009225092250922509,0.0
20,2,-4,9,5420,0.00018450184501845018,0.0
20,2,-4,10,5420,0.00018450184501845018,0.0
20,2,-3,2,5420,0.3359778597785978,0.032103321033210334
20,2,-3,3,5420,0.15350553505535056,0.008118081180811807
20,2,-3,4,5420,0.06420664206642067,0.0018450184501845018
20,2,-3,5,5420,0.026568265682656828,0.00036900369003690036
20,2,-3,6,5420,0.010701107011070111,0.0
20,2,-3,7,5420,0.004797047970479705,0.0
20,2,-3,8,5420,0.0009225092250922509,0.0
20,2,-3,9,5420,0.00018450184501845018,0.0
20,2,-3,10,5420,0.00018450184501845018,0.0
20,2,-2,2,5420,0.3359778597785978,0.032103321033210334
20,2,-2,3,5420,0.15350553505535056,0.008118081180811807
20,2,-2,4,5420,0.06420664206642067,0.0018450184501845018
20,2,-2,5,5420,0.026568265682656828,0.00036900369003690036
20,2,-2,6,5420,0.010701107011070111,0.0
20,2,-2,7,5420,0.004797047970479705,0.0
20,2,-2,8,5420,0.0009225092250922509,0.0
20,2,-2,9,5420,0.00018450184501845018,0.0
20,2,-2,10,5420,0.00018450184501845018,0.0
20,2,-1,2,5420,0.3359778597785978,0.032103321033210334
20,2,-1,3,5420,0.15350553505535056,0.008118081180811807
20,2,-1,4,5420,0.06420664206642067,0.0018450184501845018
20,2,-1,5,5420,0.026568265682656828,0.00036900369003690036
20,2,-1,6,5420,0.010701107011070111,0.0
20,2,-1,7,5420,0.004797047970479705,0.0
20,2,-1,8,5420,0.0009225092250922509,0.0
20,2,-1,9,5420,0.00018450184501845018,0.0
20,2,-1,10,5420,0.00018450184501845018,0.0
20,2,0,2,5420,0.3359778597785978,0.032103321033210334
20,2,0,3,5420,0.15350553505535056,0.008118081180811807
20,2,0,4,5420,0.06420664206642067,0.0018450184501845018
20,2,0,5,5420,0.026568265682656828,0.00036900369003690036
20,2,0,6,5420,0.010701107011070111,0.0
20,2,0,7,5420,0.004797047970479705,0.0
20,2,0,8,5420,0.0009225092250922509,0.0
20,2,0,9,5420,0.00018450184501845018,0.0
20,2,0,10,5420,0.00018450184501845018,0.0
20,2,1,2,5420,0.3359778597785978,0.032103321033210334
20,2,1,3,5420,0.15350553505535056,0.008118081180811807
20,2,1,4,5420,0.06420664206642067,0.0018450184501845018
20,2,1,5,5420,0.026568265682656828,0.00036900369003690036
20,2,1,6,5420,0.010701107011070111,0.0
20,2,1,7,5420,0.004797047970479705,0.0
20,2,1,8,5420,0.0009225092250922509,0.0
20,2,1,9,5420,0.00018450184501845018,0.0
20,2,1,10,5420,0.00018450184501845018,0.0
20,2,2,2,5420,0.3359778597785978,0.032103321033210334
20,2,2,3,5420,0.15350553505535056,0.008118081180811807
20,2,2,4,5420,0.06420664206642067,0.0018450184501845018
20,2,2,5,5420,0.026568265682656828,0.00036900369003690036
20,2,2,6,5420,0.010701107011070111,0.0
20,2,2,7,5420,0.004797047970479705,0.0
20,2,2,8,5420,0.0009225092250922509,0.0
20,2,2,9,5420,0.00018450184501845018,0.0
20,2,2,10,5420,0.00018450184501845018,0.0
20,2,3,2,5420,0.3359778597785978,0.032103321033210334
20,2,3,3,5420,0.15350553505535056,0.008118081180811807
20,2,3,4,5420,0.06420664206642067,0.0018450184501845018
20,2,3,5,5420,0.026568265682656828,0.00036900369003690036
20,2,3,6,5420,0.010701107011070111,0.0
20,2,3,7,5420,0.004797047970479705,0.0
20,2,3,8,5420,0.0009225092250922509,0.0
20,2,3,9,5420,0.00018450184501845018,0.0
20,2,3,10,5420,0.00018450184501845018,0.0
20,2,4,2,5420,0.3359778597785978,0.032103321033210334
20,2,4,3,5420,0.15350553505535056,0.008118081180811807
20,2,4,4,5420,0.06420664206642067,0.0018450184501845018
20,2,4,5,5420,0.026568265682656828,0.00036900369003690036
20,2,4,6,5420,0.010701107011070111,0.0
20,2,4,7,5420,0.004797047970479705,0.0
20,2,4,8,5420,0.0009225092250922509,0.0
20,2,4,9,5420,0.00018450184501845018,0.0
20,2,4,10,5420,0.00018450184501845018,0.0
20,2,5,2,5420,0.3359778597785978,0.032103321033210334
20,2,5,3,5420,0.15350553505535056,0.008118081180811807
20,2,5,4,5420,0.06420664206642067,0.0018450184501845018
20,2,5,5,5420,0.026568265682656828,0.00036900369003690036
20,2,5,6,5420,0.010701107011070111,0.0
20,2,5,7,5420,0.004797047970479705,0.0
20,2,5,8,5420,0.0009225092250922509,0.0
20,2,5,9,5420,0.00018450184501845018,0.0
20,2,5,10,5420,0.00018450184501845018,0.0
20,3,-5,3,5420,0.15129151291512916,0.014575645756457565
20,3,-5,4,5420,0.07214022140221402,0.003136531365313653
20,3,-5,5,5420,0.026199261992619925,0.001107011070110701
20,3,-5,6,5420,0.006273062730627306,0.00036900369003690036
20,3,-5,7,5420,0.002214022140221402,0.00018450184501845018
20,3,-5,8,5420,0.00036900369003690036,0.0
20,3,-4,3,5420,0.15129151291512916,0.014575645756457565
20,3,-4,4,5420,0.07214022140221402,0.003136531365313653
20,3,-4,5,5420,0.026199261992619925,0.001107011070110701
20,3,-4,6,5420,0.006273062730627306,0.00036900369003690036
20,3,-4,7,5420,0.002214022140221402,0.00018450184501845018
20,3,-4,8,5420,0.00036900369003690036,0.0
20,3,-3,3,5420,0.15129151291512916,0.014575645756457565
20,3,-3,4,5420,0.07214022140221402,0.003136531365313653
20,3,-3,5,5420,0.026199261992619925,0.001107011070110701
20,3,-3,6,5420,0.006273062730627306,0.00036900369003690036
20,3,-3,7,5420,0.002214022140221402,0.00018450184501845018
20,3,-3,8,5420,0.00036900369003690036,0.0
20,3,-2,3,5420,0.15129151291512916,0.014575645756457565
20,3,-2,4,5420,0.07214022140221402,0.003136531365313653
20,3,-2,5,5420,0.026199261992619925,0.001107011070110701
20,3,-2,6,5420,0.006273062730627306,0.00036900369003690036
20,3,-2,7,5420,0.002214022140221402,0.00018450184501845018
20,3,-2,8,5420,0.00036900369003690036,0.0
20,3,-1,3,5420,0.15129151291512916,0.014575645756457565
20,3,-1,4,5420,0.07214022140221402,0.003136531365313653
20,3,-1,5,5420,0.026199261992619925,0.001107011070110701
20,3,-1,6,5420,0.006273062730627306,0.00036900369003690036
20,3,-1,7,5420,0.002214022140221402,0.00018450184501845018
20,3,-1,8,5420,0.00036900369003690036,0.0
20,3,0,3,5420,0.15129151291512916,0.014575645756457565
20,3,0,4,5420,0.07214022140221402,0.003136531365313653
20,3,0,5,5420,0.026199261992619925,0.001107011070110701
20,3,0,6,5420,0.006273062730627306,0.00036900369003690036
20,3,0,7,5420,0.002214022140221402,0.00018450184501845018
20,3,0,8,5420,0.00036900369003690036,0.0
20,3,1,3,5420,0.15129151291512916,0.014575645756457565
20,3,1,4,5420,0.07214022140221402,0.003136531365313653
20,3,1,5,5420,0.026199261992619925,0.001107011070110701
20,3,1,6,5420,0.006273062730627306,0.00036900369003690036
20,3,1,7,5420,0.002214022140221402,0.00018450184501845018
20,3,1,8,5420,0.00036900369003690036,0.0
20,3,2,3,5420,0.15129151291512916,0.014575645756457565
20,3,2,4,5420,0.07214022140221402,0.003136531365313653
20,3,2,5,5420,0.026199261992619925,0.001107011070110701
20,3,2,6,5420,0.006273062730627306,0.00036900369003690036
20,3,2,7,5420,0.002214022140221402,0.00018450184501845018
20,3,2,8,5420,0.00036900369003690036,0.0
20,3,3,3,5420,0.15129151291512916,0.014575645756457565
20,3,3,4,5420,0.07214022140221402,0.003136531365313653
20,3,3,5,5420,0.026199261992619925,0.001107011070110701
20,3,3,6,5420,0.006273062730627306,0.00036900369003690036
20,3,3,7,5420,0.002214022140221402,0.00018450184501845018
20,3,3,8,5420,0.00036900369003690036,0.0
20,3,4,3,5420,0.15129151291512916,0.014575645756457565
20,3,4,4,5420,0.07214022140221402,0.003136531365313653
20,3,4,5,5420,0.026199261992619925,0.001107011070110701
20,3,4,6,5420,0.006273062730627306,0.00036900369003690036
20,3,4,7,5420,0.002214022140221402,0.00018450184501845018
20,3,4,8,5420,0.00036900369003690036,0.0
20,3,5,3,5420,0.15129151291512916,0.014575645756457565
20,3,5,4,5420,0.07214022140221402,0.003136531365313653
20,3,5,5,5420,0.026199261992619925,0.001107011070110701
20,3,5,6,5420,0.006273062730627306,0.00036900369003690036
20,3,5,7,5420,0.002214022140221402,0.00018450184501845018
20,3,5,8,5420,0.00036900369003690036,0.0
20,4,-5,4,5420,0.07767527675276753,0.008302583025830259
20,4,-5,5,5420,0.03856088560885609,0.0009225092250922509
20,4,-5,6,5420,0.014760147601476014,0.00036900369003690036
20,4,-5,7,5420,0.005904059040590406,0.0
20,4,-5,8,5420,0.0014760147601476014,0.0
20,4,-5,9,5420,0.00018450184501845018,0.0
20,4,-4,4,5420,0.07767527675276753,0.008302583025830259
20,4,-4,5,5420,0.03856088560885609,0.0009225092250922509
20,4,-4,6,5420,0.014760147601476014,0.00036900369003690036
20,4,-4,7,5420,0.005904059040590406,0.0
20,4,-4,8,5420,0.0014760147601476014,0.0
20,4,-4,9,5420,0.00018450184501845018,0.0
20,4,-3,4,5420,0.07767527675276753,0.008302583025830259
20,4,-3,5,5420,0.03856088560885609,0.0009225092250922509
20,4,-3,6,5420,0.014760147601476014,0.00036900369003690036
20,4,-3,7,5420,0.005904059040590406,0.0
20,4,-3,8,5420,0.0014760147601476014,0.0
20,4,-3,9,5420,0.00018450184501845018,0.0
20,4,-2,4,5420,0.07767527675276753,0.008302583025830259
20,4,-2,5,5420,0.03856088560885609,0.0009225092250922509
20,4,-2,6,5420,0.014760147601476014,0.00036900369003690036
20,4,-2,7,5420,0.005904059040590406,0.0
20,4,-2,8,5420,0.0014760147601476014,0.0
20,4,-2,9,5420,0.00018450184501845018,0.0
20,4,-1,4,5420,0.07767527675276753,0.008302583025830259
20,4,-1,5,5420,0.03856088560885609,0.0009225092250922509
20,4,-1,6,5420,0.014760147601476014,0.00036900369003690036
20,4,-1,7,5420,0.005904059040590406,0.0
20,4,-1,8,5420,0.0014760147601476014,0.0
20,4,-1,9,5420,0.00018450184501845018,0.0
20,4,0,4,5420,0.07767527675276753,0.008302583025830259
20,4,0,5,5420,0.03856088560885609,0.0009225092250922509
20,4,0,6,5420,0.014760147601476014,0.00036900369003690036
20,4,0,7,5420,0.005904059040590406,0.0
20,4,0,8,5420,0.0014760147601476014,0.0
20,4,0,9,5420,0.00018450184501845018,0.0
20,4,1,4,5420,0.07767527675276753,0.008302583025830259
20,4,1,5,5420,0.03856088560885609,0.0009225092250922509
20,4,1,6,5420,0.014760147601476014,0.00036900369003690036
20,4,1,7,5420,0.005904059040590406,0.0
20,4,1,8,5420,0.0014760147601476014,0.0
20,4,1,9,5420,0.00018450184501845018,0.0
20,4,2,4,5420,0.07767527675276753,0.008302583025830259
20,4,2,5,5420,0.03856088560885609,0.0009225092250922509
20,4,2,6,5420,0.014760147601476014,0.00036900369003690036
20,4,2,7,5420,0.005904059040590406,0.0
20,4,2,8,5420,0.0014760147601476014,0.0
20,4,2,9,5420,0.00018450184501845018,0.0
20,4,3,4,5420,0.07767527675276753,0.008302583025830259
20,4,3,5,5420,0.03856088560885609,0.0009225092250922509
20,4,3,6,5420,0.014760147601476014,0.00036900369003690036
20,4,3,7,5420,0.005904059040590406,0.0
20,4,3,8,5420,0.0014760147601476014,0.0
20,4,3,9,5420,0.00018450184501845018,0.0
20,4,4,4,5420,0.07767527675276753,0.008302583025830259
20,4,4,5,5420,0.03856088560885609,0.0009225092250922509
20,4,4,6,5420,0.014760147601476014,0.00036900369003690036
20,4,4,7,5420,0.005904059040590406,0.0
20,4,4,8,5420,0.0014760147601476014,0.0
20,4,4,9,5420,0.00018450184501845018,0.0
20,4,5,4,5420,0.07767527675276753,0.008302583025830259
20,4,5,5,5420,0.03856088560885609,0.0009225092250922509
20,4,5,6,5420,0.014760147601476014,0.00036900369003690036
20,4,5,7,5420,0.005904059040590406,0.0
20,4,5,8,5420,0.0014760147601476014,0.0
20,4,5,9,5420,0.00018450184501845018,0.0
20,5,-5,5,5420,0.016420664206642066,0.0035055350553505533
20,5,-5,6,5420,0.007380073800738007,0.0016605166051660517
20,5,-5,7,5420,0.002952029520295203,0.0007380073800738007
20,5,-5,8,5420,0.0014760147601476014,0.00018450184501845018
20,5,-5,9,5420,0.0009225092250922509,0.0
20,5,-5,10,5420,0.0005535055350553505,0.0
20,5,-4,5,5420,0.016420664206642066,0.0035055350553505533
20,5,-4,6,5420,0.007380073800738007,0.0016605166051660517
20,5,-4,7,5420,0.002952029520295203,0.0007380073800738007
20,5,-4,8,5420,0.0014760147601476014,0.00018450184501845018
20,5,-4,9,5420,0.0009225092250922509,0.0
20,5,-4,10,5420,0.0005535055350553505,0.0
20,5,-3,5,5420,0.016420664206642066,0.0035055350553505533
20,5,-3,6,5420,0.007380073800738007,0.0016605166051660517
20,5,-3,7,5420,0.002952029520295203,0.0007380073800738007
20,5,-3,8,5420,0.0014760147601476014,0.00018450184501845018
20,5,-3,9,5420,0.0009225092250922509,0.0
20,5,-3,10,5420,0.0005535055350553505,0.0
20,5,-2,5,5420,0.016420664206642066,0.0035055350553505533
20,5,-2,6,5420,0.007380073800738007,0.0016605166051660517
20,5,-2,7,5420,0.002952029520295203,0.0007380073800738007
20,5,-2,8,5420,0.0014760147601476014,0.00018450184501845018
20,5,-2,9,5420,0.0009225092250922509,0.0
20,5,-2,10,5420,0.0005535055350553505,0.0
20,5,-1,5,5420,0.016420664206642066,0.0035055350553505533
20,5,-1,6,5420,0.007380073800738007,0.0016605166051660517
20,5,-1,7,5420,0.002952029520295203,0.0007380073800738007
20,5,-1,8,5420,0.0014760147601476014,0.00018450184501845018
20,5,-1,9,5420,0.0009225092250922509,0.0
20,5,-1,10,5420,0.0005535055350553505,0.0
20,5,0,5,5420,0.016420664206642066,0.0035055350553505533
20,5,0,6,5420,0.007380073800738007,0.0016605166051660517
20,5,0,7,5420,0.002952029520295203,0.0007380073800738007
20,5,0,8,5420,0.0014760147601476014,0.00018450184501845018
20,5,0,9,5420,0.0009225092250922509,0.0
20,5,0,10,5420,0.0005535055350553505,0.0
20,5,1,5,5420,0.016420664206642066,0.0035055350553505533
20,5,1,6,5420,0.007380073800738007,0.0016605166051660517
20,5,1,7,5420,0.002952029520295203,0.0007380073800738007
20,5,1,8,5420,0.0014760147601476014,0.00018450184501845018
20,5,1,9,5420,0.0009225092250922509,0.0
20,5,1,10,5420,0.0005535055350553505,0.0
20,5,2,5,5420,0.016420664206642066,0.0035055350553505533
20,5,2,6,5420,0.007380073800738007,0.0016605166051660517
20,5,2,7,5420,0.002952029520295203,0.0007380073800738007
20,5,2,8,5420,0.0014760147601476014,0.00018450184501845018
20,5,2,9,5420,0.0009225092250922509,0.0
20,5,2,10,5420,0.0005535055350553505,0.0
20,5,3,5,5420,0.016420664206642066,0.0035055350553505533
20,5,3,6,5420,0.007380073800738007,0.0016605166051660517
20,5,3,7,5420,0.002952029520295203,0.0007380073800738007
20,5,3,8,5420,0.0014760147601476014,0.00018450184501845018
20,5,3,9,5420,0.0009225092250922509,0.0
20,5,3,10,5420,0.0005535055350553505,0.0
20,5,4,5,5420,0.016420664206642066,0.0035055350553505533
20,5,4,6,5420,0.007380073800738007,0.0016605166051660517
20,5,4,7,5420,0.002952029520295203,0.0007380073800738007
20,5,4,8,5420,0.0014760147601476014,0.00018450184501845018
20,5,4,9,5420,0.0009225092250922509,0.0
20,5,4,10,5420,0.0005535055350553505,0.0
20,5,5,5,5420,0.016420664206642066,0.0035055350553505533
20,5,5,6,5420,0.007380073800738007,0.0016605166051660517
20,5,5,7,5420,0.002952029520295203,0.0007380073800738007
20,5,5,8,5420,0.0014760147601476014,0.00018450184501845018
20,5,5,9,5420,0.0009225092250922509,0.0
20,5,5,10,5420,0.0005535055350553505,0.0
20,6,-5,6,5420,0.005904059040590406,0.0014760147601476014
20,6,-5,7,5420,0.002214022140221402,0.00036900369003690036
20,6,-5,8,5420,0.0014760147601476014,0.00018450184501845018
20,6,-5,9,5420,0.00036900369003690036,0.00018450184501845018
20,6,-5,10,5420,0.0,0.00018450184501845018
20,6,-4,6,5420,0.005904059040590406,0.0014760147601476014
20,6,-4,7,5420,0.002214022140221402,0.00036900369003690036
20,6,-4,8,5420,0.0014760147601476014,0.00018450184501845018
20,6,-4,9,5420,0.00036900369003690036,0.00018450184501845018
20,6,-4,10,5420,0.0,0.00018450184501845018
20,6,-3,6,5420,0.005904059040590406,0.0014760147601476014
20,6,-3,7,5420,0.002214022140221402,0.00036900369003690036
20,6,-3,8,5420,0.0014760147601476014,0.00018450184501845018
20,6,-3,9,5420,0.00036900369003690036,0.00018450184501845018
20,6,-3,10,5420,0.0,0.00018450184501845018
20,6,-2,6,5420,0.005904059040590406,0.0014760147601476014
20,6,-2,7,5420,0.002214022140221402,0.00036900369003690036
20,6,-2,8,5420,0.0014760147601476014,0.00018450184501845018
20,6,-2,9,5420,0.00036900369003690036,0.00018450184501845018
20,6,-2,10,5420,0.0,0.00018450184501845018
20,6,-1,6,5420,0.005904059040590406,0.0014760147601476014
20,6,-1,7,5420,0.002214022140221402,0.00036900369003690036
20,6,-1,8,5420,0.0014760147601476014,0.00018450184501845018
20,6,-1,9,5420,0.00036900369003690036,0.00018450184501845018
20,6,-1,10,5420,0.0,0.00018450184501845018
20,6,0,6,5420,0.005904059040590406,0.0014760147601476014
20,6,0,7,5420,0.002214022140221402,0.00036900369003690036
20,6,0,8,5420,0.0014760147601476014,0.00018450184501845018
20,6,0,9,5420,0.00036900369003690036,0.00018450184501845018
20,6,0,10,5420,0.0,0.00018450184501845018
20,6,1,6,5420,0.005904059040590406,0.0014760147601476014
20,6,1,7,5420,0.002214022140221402,0.00036900369003690036
20,6,1,8,5420,0.0014760147601476014,0.00018450184501845018
20,6,1,9,5420,0.00036900369003690036,0.00018450184501845018
20,6,1,10,5420,0.0,0.00018450184501845018
20,6,2,6,5420,0.005904059040590406,0.0014760147601476014
20,6,2,7,5420,0.002214022140221402,0.00036900369003690036
20,6,2,8,5420,0.0014760147601476014,0.00018450184501845018
20,6,2,9,5420,0.00036900369003690036,0.00018450184501845018
20,6,2,10,5420,0.0,0.00018450184501845018
20,6,3,6,5420,0.005904059040590406,0.0014760147601476014
20,6,3,7,5420,0.002214022140221402,0.00036900369003690036
20,6,3,8,5420,0.0014760147601476014,0.00018450184501845018
20,6,3,9,5420,0.00036900369003690036,0.00018450184501845018
20,6,3,10,5420,0.0,0.00018450184501845018
20,6,4,6,5420,0.005904059040590406,0.0014760147601476014
20,6,4,7,5420,0.002214022140221402,0.00036900369003690036
20,6,4,8,5420,0.0014760147601476014,0.00018450184501845018
20,6,4,9,5420,0.00036900369003690036,0.00018450184501845018
20,6,4,10,5420,0.0,0.00018450184501845018
20,6,5,6,5420,0.005904059040590406,0.0014760147601476014
20,6,5,7,5420,0.002214022140221402,0.00036900369003690036
20,6,5,8,5420,0.0014760147601476014,0.00018450184501845018
20,6,5,9,5420,0.00036900369003690036,0.00018450184501845018
20,6,5,10,5420,0.0,0.00018450184501845018
